Time(ms),TIME Actual,BAR ALT,MBS,AIRT,DRAD,LAT,LON,GPS ALT (m),Accel Time(ms),Accel X (mg),Accel Y (mg),Accel Z (mg),Light Time(ms),Light (lux),UV Index,Weather Time(ms),Humidity (%),Temperature (C),Air Quality Time(ms),CO2 (ppm),Ethanol (raw),H2 (raw),TVOC (ppb),BME688 Time(ms),Temperature (C),Pressure (Pa),Humidity (%),Gas Resistance (Ohms),Gas Index,Status,Heater Stable,IDAC,Meas Index,Gas Valid
32178335,18:18:46,123864,3.81,-26.6,38,34-28.6,-106-06.0,38289,32178116,-0.203125,0,1.070312,32178118,39,0.361429,32178126,0,30.84,32178288,8603,17582,13785,60000,32159993,27.727468,199.998154,0.107502,6397501,0,1,87,40,1,2779096485
32238456,18:19:46,124113,3.77,-27.2,36.3,34-28.5,-106-07.0,38365,32238237,-0.171875,0.007812,1.03125,32238239,39,0.361429,32238247,0,30.91,32238409,8528,17589,13785,60000,32234380,27.939182,198.023544,0.086882,6408762,0,1,87,169,1,2779096485
32299600,18:20:47,124176,3.76,-27.6,33.7,34-28.5,-106-07.9,38411,32299381,-0.179688,0.015625,1.054688,32299383,39,0.368571,32299391,0,30.96,32299553,8250,17612,13806,60000,32299600,27.944223,196.498413,0.045499,7525953,0,1,86,251,1,2779096485
32359721,18:21:47,124051,3.78,-27.5,31.7,34-28.5,-106-08.7,38390,32359502,-0.179688,-0.007812,1.046875,32359504,39,0.396429,32359512,0.130463,31.08,32359674,8863,17570,13761,60000,32359721,28.654974,202.541214,0.195062,1014112.375,0,1,118,52,1,2779096485
32419842,18:22:47,124051,3.78,-27.4,28.9,34-28.4,-106-09.6,38367,32419623,-0.171875,0.023438,1.03125,32419625,39,0.449286,32419633,0.012875,31.29,32419795,9663,17506,13716,60000,32418823,28.24415,197.915894,0.182336,6728542,0,1,86,99,1,2779096485
32479963,18:23:47,124239,3.75,-27.6,27.5,34-28.3,-106-10.4,38401,32479744,-0.179688,0.007812,1.054688,32479746,39,0.497143,32479754,0.045109,31.44,32479916,9860,17476,13699,60000,32479963,29.058239,192.004242,0.207822,934306.5625,0,1,118,161,1,2779096485
32541113,18:24:48,124494,3.71,-28.1,27.1,34-28.3,-106-11.2,38466,32540894,-0.179688,-0.007812,1.070312,32540896,39,0.566429,32540904,0.099564,31.64,32541066,9506,17498,13716,60000,32541113,29.605169,194.445816,0.183209,127521.7969,0,1,143,223,1,2779096485
32601234,18:25:48,124558,3.7,-28.3,27.5,34-28.2,-106-12.1,38512,32601015,-0.1875,0,1.054688,32601017,39,0.580714,32601025,0.112534,32.26,32601187,9680,17486,13712,60000,32599196,29.335484,194.296692,0.237189,922938.25,0,1,118,9,1,2779096485
32660336,18:26:48,124366,3.73,-28.2,28.9,34-28.1,-106-13.1,38489,32660117,-0.1875,-0.007812,1.039062,32660119,39,0.592857,32660127,0.212765,32.86,32660289,9923,17464,13694,60000,32660336,29.907619,197.607529,0.258547,125367.2891,0,1,143,71,1,2779096485
32720461,18:27:48,124303,3.74,-27.9,29.8,34-28.1,-106-13.9,38455,32720242,-0.1875,-0.007812,1.046875,32720244,39,0.656429,32720252,0.136471,33.38,32720414,10161,17446,13674,60000,32710271,29.12377,194.548096,0.203708,5576582.5,0,1,86,73,1,2779096485
32780582,18:28:48,124430,3.72,-28,30.7,34-28.0,-106-14.9,38462,32780363,-0.171875,0.007812,1.046875,32780365,39,0.641429,32780373,0.147152,33.76,32780535,10439,17426,13661,60000,32780582,30.396587,195.807907,0.238079,133402.8125,0,1,143,180,1,2779096485
32840703,18:29:48,124686,3.68,-28.3,29.3,34-28.0,-106-15.8,38525,32840484,-0.171875,0,1.039062,32840486,39,0.263571,32840494,0.180435,33.67,32840656,10503,17430,13654,60000,32840703,30.633511,192.242981,0.234093,143982,0,1,143,237,1,2779096485
32900824,18:30:48,124686,3.68,-28.5,28,34-28.0,-106-16.6,38566,32900605,-0.1875,0,1,32900607,39,0.276429,32900615,0.093555,33.28,32900777,10387,17436,13669,60000,32897767,30.255442,192.21405,0.13351,924813.75,0,1,117,18,1,2779096485
32960945,18:31:48,124430,3.72,-28.4,26.7,34-27.9,-106-17.5,38535,32960726,-0.1875,0.015625,1.046875,32960728,39,0.587857,32960736,0,33.1,32960898,9877,17469,13690,60000,32960945,30.993937,200.502243,0,170951.5938,0,1,143,90,1,2779096485
33021066,18:32:48,124051,3.78,-27.6,24.6,34-27.9,-106-18.5,38419,33020847,-0.179688,0.03125,1.0625,33020849,39,0.576429,33020857,0,33.42,33021019,9199,17531,13733,60000,33007819,29.993317,201.337082,0,6855230,0,1,85,77,1,2779096485
33081187,18:33:48,123802,3.82,-27.3,23,34-27.8,-106-19.2,38328,33080968,-0.171875,0,1.039062,33080970,39,0.383571,33080978,0,33.69,33081140,9286,17546,13733,60000,33080168,30.804901,204.40593,0,6305176,0,1,84,196,1,2779096485
33140289,18:34:48,123988,3.79,-27.5,22.3,34-27.6,-106-20.1,38319,33140070,-0.171875,0,1.085938,33140072,39,0.311429,33140080,0,33.59,33140242,10253,17488,13673,60000,33139270,31.470306,198.772781,0,179397.3438,0,1,142,246,1,2779096485
33200410,18:35:48,124494,3.71,-25,21.9,34-27.4,-106-21.0,38447,33200191,-0.179688,0.023438,1.054688,33200193,39,0.409286,33200201,0,32.89,33200363,13021,17332,13530,60000,33199391,31.119959,189.187988,0,5587994.5,0,1,84,44,1,2779096485
33260531,18:36:48,124945,3.64,-24.9,22.7,34-27.2,-106-21.7,38582,33260312,-0.179688,0.007812,1.054688,33260314,39,0.595714,33260322,0.57888,31.98,33260484,21250,17115,13310,60000,33260531,30.641071,182.197662,0.204802,4755878,0,1,84,106,1,2779096485
33320652,18:37:48,125076,3.62,-26.7,24.2,34-27.0,-106-22.6,38674,33320433,-0.1875,0.023438,1.0625,33320435,39,0.736429,33320443,0.110626,31.09,33320605,25537,16989,13196,60000,33318614,31.407293,190.666595,0.20536,4595792.5,0,1,84,148,1,2779096485
33380773,18:38:48,124494,3.71,-25.8,25.8,34-26.8,-106-23.5,38579,33380554,-0.171875,0,1.070312,33380556,39,0.920714,33380564,0,30.32,33380726,25412,17049,13201,60000,33379754,30.91328,200.810654,0,6330757.5,0,1,84,210,1,2779096485
33441940,18:39:49,123678,3.84,-25.6,27.1,34-26.6,-106-24.2,38362,33441721,-0.1875,0.015625,1.0625,33441723,39,0.901429,33441731,0,29.75,33441893,23882,17149,13244,60000,33436845,32.178566,209.464111,0,218057.9219,0,1,142,250,1,2779096485
33502061,18:40:49,123494,3.87,-25.1,27.1,34-26.5,-106-25.0,38220,33501842,-0.179688,0,1.039062,33501844,39,0.857857,33501852,0,29.24,33502014,29315,16973,13099,60000,33499004,31.175409,202.991028,0,7413574.5,0,1,84,58,1,2779096485
33562182,18:41:49,123802,3.82,-25.2,27.1,34-26.4,-106-25.7,38249,33561963,-0.1875,0,1.070312,33561965,39,0.748571,33561973,0,28.77,33562135,39220,16815,12980,60000,33556068,32.47094,202.250076,0,181495.9219,0,1,142,98,1,2779096485
33621284,18:42:49,124051,3.78,-24.4,27.1,34-26.2,-106-26.5,38355,33621065,-0.179688,0.007812,1.054688,33621067,39,0.7,33621075,0,28.39,33621237,47156,16706,12889,60000,33618227,31.510632,196.615082,0,6190818,0,1,84,162,1,2779096485
33682424,18:43:50,124113,3.77,-25.7,26.2,34-26.1,-106-27.1,38393,33682205,-0.1875,-0.007812,1.023438,33682207,39,0.678571,33682215,0.07925,28.04,33682377,52497,16630,12823,60000,33677329,31.709751,198.349838,0,6169836,0,1,84,214,1,2779096485
33742545,18:44:50,123926,3.8,-26.5,25.8,34-25.9,-106-27.7,38366,33742326,-0.171875,0.015625,1.0625,33742328,39,0.624286,33742336,0.053787,27.79,33742498,54913,16585,12786,60000,33735412,32.536476,205.323883,0,5826458,0,1,83,0,1,2779096485
33802666,18:45:50,123740,3.83,-26.8,25.4,34-25.7,-106-28.4,38302,33802447,-0.179688,0.007812,1.070312,33802449,39,0.632857,33802457,0,27.53,33802619,57330,16539,12757,60000,33802666,31.966843,202.756012,0,7663236.5,0,1,84,92,1,2779096485
33862787,18:46:50,123740,3.83,-27.4,25.4,34-25.6,-106-29.0,38281,33862568,-0.179688,0,1.039062,33862570,39,0.677857,33862578,0.055408,27.36,33862740,57330,16389,12654,60000,33862787,32.763321,204.457901,0,996351.25,0,1,116,149,1,2779096485
33923927,18:47:51,123926,3.8,-26.7,27.1,34-25.5,-106-29.7,38320,33923708,-0.179688,0,1.078125,33923710,39,0.668571,33923718,0.076008,27.19,33923880,57330,16287,12594,60000,33915775,32.533955,198.673203,0,5651604,0,1,83,166,1,2779096485
33984048,18:48:51,123988,3.79,-26.4,28.9,34-25.5,-106-30.4,38358,33983829,-0.179688,-0.007812,1.0625,33983831,39,0.677143,33983839,0.197887,27.04,33984001,57330,16249,12575,60000,33984048,33.350605,204.867157,0,906395.25,0,1,116,7,1,2779096485
34044169,18:49:51,123802,3.82,-26,30.7,34-25.4,-106-31.1,38328,34043950,-0.171875,0.007812,1.109375,34043952,39,0.699286,34043960,0.153255,26.97,34044122,57330,16230,12568,60000,34034998,32.95488,205.788956,0,5680998.5,0,1,83,14,1,2779096485
34103272,18:50:51,123555,3.86,-25.5,31.7,34-25.4,-106-31.6,38259,34103053,-0.1875,0,1.03125,34103055,39,0.747143,34103063,0.177765,26.91,34103225,57330,16215,12561,60000,34103272,33.784134,211.547623,0,955223.875,0,1,116,111,1,2779096485
34163393,18:51:51,123494,3.87,-25.1,31.2,34-25.3,-106-32.3,38212,34163174,-0.179688,-0.007812,1.039062,34163176,39,0.773571,34163184,0,26.9,34163346,57330,16204,12561,60000,34163393,34.381508,213.06366,0,136825.2344,0,1,142,168,1,2779096485
34223514,18:52:51,123617,3.85,-25.2,30.7,34-25.2,-106-33.0,38224,34223295,-0.1875,0.007812,1.03125,34223297,39,0.793571,34223305,0,26.94,34223467,57330,16193,12558,60000,34223514,34.595757,209.119232,0,139054.8594,0,1,141,220,1,2779096485
34283639,18:53:51,123678,3.84,-25.7,29.3,34-25.1,-106-33.5,38272,34283420,-0.171875,0.007812,1.023438,34283422,39,0.790714,34283430,0,27.02,34283592,57330,16219,12585,60000,34283639,34.928471,209.670135,0,155954.9219,0,1,141,21,1,2779096485
34343760,18:54:51,123740,3.83,-26.6,28,34-25.0,-106-34.1,38302,34343541,-0.1875,0,1.09375,34343543,39,0.775,34343551,0,27.09,34343713,57330,16282,12625,60000,34340703,34.595757,207.71814,0,1115164.75,0,1,115,58,1,2779096485
34403881,18:55:51,123617,3.85,-27.3,26.7,34-24.9,-106-34.7,38288,34403662,-0.179688,0,1.0625,34403664,39,0.743571,34403672,0,27.2,34403834,57330,16299,12633,60000,34403881,35.422504,213.082672,0,183446.7969,0,1,141,130,1,2779096485
34464002,18:56:51,123494,3.87,-27.4,25.4,34-24.9,-106-35.4,38242,34463783,-0.171875,0.007812,1.023438,34463785,39,0.664286,34463793,0,27.3,34463955,57330,16190,12565,60000,34458907,34.905785,211.438721,0,1092849.5,0,1,115,157,1,2779096485
34524125,18:57:51,123433,3.88,-26.4,24.6,34-24.8,-106-36.0,38212,34523906,-0.179688,0.015625,1.054688,34523908,39,0.629286,34523916,0.128746,27.37,34524078,57330,16101,12513,60000,34524125,35.372093,213.611053,0,5448620,0,1,81,241,1,2779096485
34584246,18:58:51,123433,3.88,-25.8,24.2,34-24.7,-106-36.6,38208,34584027,-0.179688,-0.007812,1.046875,34584029,39,0.626429,34584037,0,27.44,34584199,57330,16086,12498,60000,34584246,35.57626,215.196884,0,5576582.5,0,1,81,37,1,2779096485
34643348,18:59:51,123372,3.89,-25.9,23.8,34-24.5,-106-37.3,38190,34643129,-0.179688,0.015625,1.015625,34643131,39,0.613571,34643139,0,27.52,34643301,57330,16149,12530,60000,34643348,35.770348,215.659576,0,6180309.5,0,1,81,89,1,2779096485
34703473,19:00:51,123312,3.9,-26.6,23.8,34-24.4,-106-38.0,38164,34703254,-0.179688,0.015625,1.039062,34703256,39,0.631429,34703264,0,27.6,34703426,57330,16167,12534,60000,34690226,35.271267,216.070129,0,7027235.5,0,1,81,74,1,2779096485
34763594,19:01:51,123131,3.93,-26.8,24.2,34-24.2,-106-38.7,38128,34763375,-0.179688,0.03125,1.015625,34763377,39,0.628571,34763385,0,27.67,34763547,57330,16136,12505,60000,34762575,36.133312,218.692017,0,6360248.5,0,1,80,193,1,2779096485
34824734,19:02:52,123131,3.93,-26.9,25.4,34-24.1,-106-39.4,38112,34824515,-0.1875,0.007812,1.023438,34824517,39,0.653571,34824525,0,27.76,34824687,57330,16132,12510,60000,34821677,36.846649,221.325989,0,204228.1563,0,1,141,243,1,2779096485
34884855,19:03:52,123011,3.95,-26,26.2,34-24.0,-106-40.2,38100,34884636,-0.1875,0.007812,1.070312,34884638,39,0.723571,34884646,0,27.85,34884808,57330,16110,12503,60000,34883836,35.833363,219.953796,0,6757682,0,1,81,51,1,2779096485
34944976,19:04:52,122832,3.98,-25.2,27.1,34-23.9,-106-40.8,38060,34944757,-0.195312,0.015625,1.03125,34944759,39,0.742143,34944767,0,27.95,34944929,57330,16086,12503,60000,34940900,37.189453,228.786514,0,196469.6875,0,1,141,91,1,2779096485
35005097,19:05:52,122538,4.03,-24,26.7,34-23.7,-106-41.6,37973,35004878,-0.171875,0.015625,1.03125,35004880,39,0.757857,35004888,0,28.08,35005050,57330,16117,12530,60000,35003059,36.148438,228.802979,0,6964506,0,1,81,155,1,2779096485
35066237,19:06:53,122363,4.06,-23.6,25.8,34-23.6,-106-42.2,37903,35066018,-0.171875,0.007812,1.015625,35066020,39,0.755714,35066028,0,28.25,35066190,57330,16176,12576,60000,35060123,37.499493,233.559723,0,207961,0,1,141,195,1,2779096485
35125339,19:07:53,122305,4.07,-24.6,25,34-23.4,-106-42.9,37872,35125120,-0.1875,-0.015625,1.039062,35125122,39,0.75,35125130,0,28.4,35125292,57330,16349,12677,60000,35122282,36.45343,228.450394,0,8497925,0,1,80,3,1,2779096485
35185460,19:08:53,122363,4.06,-25.4,23.8,34-23.2,-106-43.6,37883,35185241,-0.1875,0.007812,1.09375,35185243,39,0.735,35185251,0,28.61,35185413,57330,16241,12637,60000,35179346,37.812054,232.722122,0,224217.2031,0,1,141,43,1,2779096485
35245581,19:09:53,122363,4.06,-26,22.3,34-23.1,-106-44.4,37889,35245362,-0.179688,0.015625,1.070312,35245364,39,0.677143,35245372,0,28.74,35245534,57330,16026,12513,60000,35241505,36.765987,227.095581,0,6194329,0,1,80,107,1,2779096485
35306721,19:10:54,122305,4.07,-25.6,21.9,34-23.1,-106-45.0,37885,35306502,-0.195312,0.007812,1.054688,35306504,39,0.585,35306512,0,28.83,35306674,57330,15929,12460,60000,35306721,36.760948,229.34404,0,5692842.5,0,1,80,189,1,2779096485
35366844,19:11:54,122247,4.08,-24.9,22.3,34-23.1,-106-45.9,37864,35366625,-0.179688,0,1.03125,35366627,39,0.582857,35366635,0,28.93,35366797,57330,16009,12497,60000,35360730,37.053337,229.782028,0,5710700.5,0,1,80,211,1,2779096485
35426965,19:12:54,122189,4.09,-24.7,22.3,34-23.1,-106-46.7,37846,35426746,-0.164062,0.007812,1.03125,35426748,39,0.602857,35426756,0,29.01,35426918,57330,16067,12518,60000,35425946,37.023094,230.275436,0,6863846,0,1,80,37,1,2779096485
35487086,19:13:54,122189,4.09,-25,23.8,34-23.0,-106-47.3,37846,35486867,-0.179688,0.03125,1.023438,35486869,39,0.671429,35486877,0,29.08,35487039,57330,15993,12462,60000,35479953,37.305405,230.639465,0,6334429,0,1,80,59,1,2779096485
35547207,19:14:54,122189,4.09,-25.4,24.2,34-23.0,-106-48.1,37846,35546988,-0.179688,0.023438,1.054688,35546990,39,0.739286,35546998,0,29.22,35547160,57330,15916,12431,60000,35547207,38.021267,232.930786,0,926068.25,0,1,114,151,1,2779096485
35606309,19:15:54,122132,4.1,-25.4,24.2,34-23.0,-106-48.8,37828,35606090,-0.179688,0,1.039062,35606092,39,0.666429,35606100,0,29.49,35606262,57330,15917,12463,60000,35599176,37.547386,229.669205,0,5509078.5,0,1,80,163,1,2779096485
35666430,19:16:54,122132,4.1,-26.2,23.8,34-23.1,-106-49.7,37827,35666211,-0.1875,0.023438,1.046875,35666213,39,0.622857,35666221,0,29.94,35666383,57330,15970,12562,60000,35666430,38.233006,233.681763,0,903994.6875,0,1,114,255,1,2779096485
35726551,19:17:54,121960,4.13,-26.5,23.8,34-23.1,-106-50.4,37811,35726332,-0.171875,0.015625,1.09375,35726334,39,0.583571,35726342,0,30.76,35726504,57330,15908,12582,60000,35718399,37.761639,234.837524,0,5083462.5,0,1,80,11,1,2779096485
35786678,19:18:54,121790,4.16,-26.4,23.8,34-23.2,-106-51.3,37742,35786459,-0.179688,0.015625,1.054688,35786461,39,0.306429,35786469,0,31.46,35786631,57330,15922,12639,60000,35786678,38.495155,241.121796,0,760914,0,1,114,108,1,2779096485
35846799,19:19:54,121733,4.17,-26.1,23.8,34-23.2,-106-52.1,37700,35846580,-0.1875,0.023438,1.023438,35846582,39,0.52,35846590,0.54884,32.48,35846752,57330,15889,12664,60000,35843742,37.812054,233.954102,0,4017655.75,0,1,80,145,1,2779096485
35906920,19:20:54,121903,4.14,-27.4,23.8,34-23.2,-106-53.0,37726,35906701,-0.179688,0.007812,1.078125,35906703,39,0.470714,35906711,0.017834,33.59,35906873,54168,15998,12774,60000,35906920,39.127846,236.656723,0,106378.5547,0,1,141,217,1,2779096485
35967041,19:21:54,122132,4.1,-28.7,23.8,34-23.3,-106-54.0,37796,35966822,-0.171875,0.015625,1.023438,35966824,39,0.447143,35966832,0.455475,34.71,35966994,51661,16018,12807,60000,35962965,38.056557,231.410828,0,3942252.25,0,1,80,249,1,2779096485
36027162,19:22:54,121903,4.14,-27.5,23.8,34-23.3,-106-54.8,37809,36026943,-0.164062,0.03125,1.023438,36026945,39,0.305,36026953,0,35.48,36027115,38683,16198,12968,60000,36027162,39.490826,243.556641,0,123017.7813,0,1,141,70,1,2779096485
36086264,19:23:54,121509,4.21,-27.4,24.2,34-23.4,-106-55.7,37696,36086045,-0.179688,0.007812,1.085938,36086047,39,0.287143,36086055,0,35.74,36086217,33820,16269,13030,60000,36083207,38.903503,245.342957,0,811089.125,0,1,114,102,1,2779096485
36146385,19:24:54,121509,4.21,-24.3,25.4,34-23.5,-106-56.6,37633,36146166,-0.179688,0,1.0625,36146168,39,0.44,36146176,0,35.42,36146338,39936,16180,12951,60000,36146385,39.71769,240.171127,0,123641.6328,0,1,141,174,1,2779096485
36207525,19:25:55,121903,4.14,-20.5,27.1,34-23.7,-106-57.5,37714,36207306,-0.179688,0.023438,1.0625,36207308,39,0.624286,36207316,0.04158,34.89,36207478,43994,16154,12892,60000,36204468,39.304295,234.690964,0,670376.4375,0,1,114,216,1,2779096485
36267646,19:26:55,122132,4.1,-21.1,29.8,34-23.8,-106-58.5,37820,36267427,-0.179688,0.015625,1.023438,36267429,39,0.737143,36267437,0.110817,34.44,36267599,51423,16069,12802,60000,36267646,39.987404,241.138916,0,139509.5313,0,1,141,32,1,2779096485
36327767,19:27:55,121733,4.17,-23.4,31.2,34-23.9,-106-59.4,37787,36327548,-0.179688,0.007812,1.023438,36327550,39,0.662857,36327558,0,34.17,36327720,47425,16131,12851,60000,36327767,39.485786,244.758392,0,4232498,0,1,79,86,1,2779096485
36387888,19:28:55,121342,4.24,-24.1,31.2,34-24.1,-107-00.4,37643,36387669,-0.179688,0.015625,1.085938,36387671,39,0.617857,36387679,0,34.12,36387841,40622,16220,12934,60000,36386869,40.052944,247.414124,0,153293.4063,0,1,141,136,1,2779096485
36449036,19:29:56,121453,4.22,-26.8,30.7,34-24.2,-107-01.3,37607,36448817,-0.164062,0.023438,1.03125,36448819,39,0.578571,36448827,0,34.52,36448989,35431,16293,13006,60000,36449036,38.863174,235.19368,0,4678469.5,0,1,79,200,1,2779096485
36509157,19:30:56,121790,4.16,-28.3,29.8,34-24.3,-107-02.2,37688,36508938,-0.179688,-0.007812,1.023438,36508940,39,0.462857,36508948,0,35.1,36509110,28778,16369,13085,60000,36506100,40.133606,237.371048,0,155812.5313,0,1,140,240,1,2779096485
36569278,19:31:56,121847,4.15,-29.1,28.9,34-24.4,-107-03.2,37758,36569059,-0.179688,0,1.0625,36569061,39,0.353571,36569069,0,35.86,36569231,24103,16511,13200,60000,36568259,38.974083,237.363556,0,5481432,0,1,79,48,1,2779096485
36628380,19:32:56,121509,4.21,-28.6,28.9,34-24.5,-107-04.1,37706,36628161,-0.164062,0.023438,1.0625,36628163,39,0.300714,36628171,0,36.51,36628333,19279,16694,13332,60000,36625323,40.272247,249.800995,0,192372.7188,0,1,140,88,1,2779096485
36688505,19:33:56,121067,4.29,-28.3,28.9,34-24.5,-107-05.1,37566,36688286,-0.179688,0.007812,1.054688,36688288,39,0.291429,36688296,0,36.91,36688458,17831,16735,13377,60000,36687486,39.127846,248.648407,0,6504168.5,0,1,79,152,1,2779096485
36748626,19:34:56,120849,4.33,-27.8,28.9,34-24.5,-107-06.0,37472,36748407,-0.179688,0.03125,1.039062,36748409,39,0.293571,36748417,0,37.1,36748579,19127,16665,13337,60000,36732322,39.180779,249.718124,0,6100912.5,0,1,79,127,1,2779096485
36808747,19:35:56,120849,4.33,-27.9,29.8,34-24.5,-107-07.0,37448,36808528,-0.1875,0.007812,1.046875,36808530,39,0.300714,36808538,0,37.24,36808700,17376,16709,13378,60000,36806709,39.226154,245.973053,0,5838916.5,0,1,79,0,1,2779096485
36868910,19:36:56,121067,4.29,-28.3,30.7,34-24.4,-107-08.0,37483,36868691,-0.1875,0.007812,1.03125,36868693,39,0.311429,36868701,0,37.4,36868863,16797,16712,13398,60000,36851587,39.231194,241.776123,0,5807869.5,0,1,79,231,1,2779096485
36929031,19:37:56,121231,4.26,-28.8,31.7,34-24.3,-107-08.9,37547,36928812,-0.179688,0.03125,0.992188,36928814,39,0.318571,36928822,0,37.57,36928984,19582,16586,13320,60000,36925974,39.228676,241.756714,0,5059913.5,0,1,79,104,1,2779096485
36989152,19:38:56,121231,4.26,-29,31.7,34-24.2,-107-09.9,37574,36988933,-0.6875,1.203125,0.921875,36988935,39,0.425714,36988943,0,37.8,36989105,21994,16494,13256,60000,36984057,39.886578,246.626236,0,4248962.5,0,1,78,146,1,2779096485
37049279,19:39:56,117817,4.93,-26.7,31.2,34-24.1,-107-10.7,37539,37049060,-0.164062,-0.007812,1.539062,37049062,39,1.252857,37049070,0,35.84,37049232,4248,17757,14076,60000,37045203,39.21859,594.596741,0,19907654,0,1,82,208,1,2779096485
37108381,19:40:56,102566,9.64,-36.5,29.8,34-24.1,-107-11.9,33352,37108162,-0.179688,-0.09375,1.210938,37108164,39,2.086429,37108172,0,29.89,37108334,2138,18247,14398,60000,37105324,38.744701,1174.918091,0,35656148,0,1,85,4,1,2779096485
37168502,19:41:56,91903,15.69,-44,26.3,34-24.2,-107-12.6,29889,37168283,-0.1875,0.007812,1.421875,37168285,39,0.875714,37168293,0,23.91,37168455,908,18809,14803,60000,37162388,38.618668,1845.957764,0,842105.25,0,1,156,44,1,2779096485
37228627,19:42:56,83442,23.33,-50.1,22.4,34-24.2,-107-13.5,26870,37228408,-0.21875,-0.039062,1.296875,37228410,39,1.747143,37228418,0,16.91,37228580,481,19228,15111,60000,37224551,34.101723,2704.708008,0,102400000,0,1,92,108,1,2779096485
37288748,19:43:56,76785,32.05,-51.8,18.1,34-24.2,-107-14.2,24490,37288529,-0.226562,0,1.148438,37288531,39,1.577143,37288539,0,8.17,37288701,400,19544,15308,60000,37283653,29.942907,3502.921875,0,102400000,0,1,96,160,1,2779096485
37348869,19:44:56,72290,39.8,-54.2,14,34-24.2,-107-14.9,23070,37348650,-0.21875,-0.015625,1.320312,37348652,39,1.39,37348660,0,2.32,37348822,400,19914,15552,60000,37348869,24.244377,4401.618652,0,102400000,0,1,100,242,1,2779096485
37408994,19:45:56,67952,49.11,-58.6,10.5,34-24.6,-107-15.7,21643,37408775,-0.125,-0.078125,1.125,37408777,39,1.781429,37408785,0,-6.57,37408947,400,20258,15760,60000,37402880,18.374836,5305.266113,0,102400000,0,1,105,8,1,2779096485
37469115,19:46:56,63932,59.71,-61.2,7.9,34-24.5,-107-16.0,20542,37468896,-0.21875,-0.015625,1.117188,37468898,39,0.742143,37468906,0,-14.33,37469068,400,20625,15965,60000,37461982,10.640925,6386.945801,0,102400000,0,1,111,60,1,2779096485
37529236,19:47:56,60415,70.86,-62.7,4.7,34-24.6,-107-16.1,19376,37529017,-0.257812,-0.078125,1.171875,37529019,39,1.433571,37529027,0,-20.06,37529189,400,20981,16141,56898,37521084,3.754293,7533.852539,0,102400000,0,1,116,112,1,2779096485
37589357,19:48:57,57020,83.58,-65,1.8,34-24.8,-107-16.3,18365,37589138,-0.203125,-0.078125,1.140625,37589140,39,1.227857,37589148,0,-28.11,37589310,400,21196,16255,41874,37589357,-5.137334,9024.84375,0,7000213.5,0,1,181,214,1,2779096485
37649478,19:49:57,53958,96.97,-70.3,-3.4,34-24.9,-107-16.6,17296,37649259,-0.21875,-0.007812,0.992188,37649261,39,1.055,37649269,0,-34.52,37649431,400,21443,16363,25910,37649478,-12.320045,10377.99316,0,4136329.25,0,1,185,15,1,2779096485
37709599,19:50:57,50880,112.53,-70,-13.2,34-24.9,-107-16.6,16500,37709380,-0.203125,-0.046875,1.070312,37709382,39,1.313571,37709390,0,-41.21,37709552,400,21569,16412,16916,37707561,-19.539974,11852.37305,0,3303225.75,0,1,188,62,1,2779096485
37769720,19:51:57,47479,132.52,-69.2,-21.6,34-25.0,-107-16.7,15722,37769501,-0.226562,-0.070312,1.03125,37769503,39,1.237857,37769511,0,-46.29,37769673,400,21671,16450,14308,37768701,-25.847498,13450.66992,0,2269252,0,1,191,129,1,2779096485
38523795,20:04:31,24263,385.9,-18.2,-24.4,0-00.0,0-00.0,0,38523576,-0.21875,-0.015625,1.132812,38523578,39,1.525,38523586,65.35788,-19.93,38523748,400,19907,15559,60000,38519719,-16.993164,39703.41016,39.270962,102400000,0,1,133,228,1,2779096485
38583916,20:05:31,22935,408.84,-15.4,-21.6,34-27.8,-107-14.5,7754,38583697,-0.203125,-0.03125,1.0625,38583699,39,2.074286,38583707,70.207024,-17.78,38583869,400,19885,15530,60000,38578821,-14.201918,42071.76953,41.561726,102400000,0,1,131,24,1,2779096485
38644037,20:06:31,21424,436.38,-12.8,-18.8,34-28.1,-107-14.4,7322,38643818,-0.195312,-0.046875,1.03125,38643820,39,1.613571,38643828,87.983414,-15.73,38643990,400,19817,15466,60000,38644037,-10.941997,44680.51953,46.282761,11040431,0,1,160,111,1,2779096485